AppName,TestPackage,TestRunnerClassPath,TestClassPath,TestMethodName,Status,Reason
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testContinousPlaybackOffMultipleEpisodes,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testContinousPlaybackOffSingleEpisode,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testContinuousPlaybackOnMultipleEpisodes,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testReplayEpisodeContinuousPlaybackOff,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testReplayEpisodeContinuousPlaybackOn,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PlaybackTest,testStartLocal,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBNullCleanupAlgorithmTest,testPerformAutoCleanupShouldNotDelete,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBQueueCleanupAlgorithmTest,testPerformAutoCleanupHandleUnplayed,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBQueueCleanupAlgorithmTest,testPerformAutoCleanupShouldDelete,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBQueueCleanupAlgorithmTest,testPerformAutoCleanupShouldNotDeleteBecauseFavorite,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBQueueCleanupAlgorithmTest,testPerformAutoCleanupShouldNotDeleteBecauseInQueue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBQueueCleanupAlgorithmTest,testPerformAutoCleanupShouldNotDeleteBecauseInQueue_withFeedsWithNoMedia,Pass,
